#,Malların (işlərin və xidmətlərin) adı,详细描述,,description_en,Ətraflı təsviri,Malgöndərən/podratçının qeydləri,part_number,name_en,Ad chn,Category,Category Zh,Factory Adress,Factory Adress Zh,Manufacturing Country(En),Manufacturing Country(Zh),Condition,Quality,Car Brand(en),Car Brand(Zh),Car marka(en),Car marka(zh),Part Year
67,Fiat -  Doblo - Buraxılış ili - 2017 - ZFA26300006H92399,后减震器垫经过精心设计，可提供卓越的减震效果和乘坐舒适性。,,Rear Shock Absorber Pad engineered for superior shock absorption and ride comfort.,"Arxa amortizator yastığının yenisi ilə əvəz olunması, ehtiyat hissəsilə ilə birlikdə","51916658.Çin, Original",51916658,Rear shock absorber mount,后减震器胶垫,Suspension,暂停,,,China,,New,Original,,,,,
68,Fiat -  Doblo - Buraxılış ili - 2017 - ZFA26300006H92399,左前内挡泥板，提供最佳的防道路碎屑保护和耐腐蚀性。,,Front Left Inner Fender for optimal protection against road debris and corrosion resistance.,"Ön sol iç qranatın yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","302009100020.Çin, Original",302009100020,Front left CV joint,左前等速万向节,Drivetrain,传动系统,,,China,,New,Original,,,,,
69,Fiat -  Doblo - Buraxılış ili - 2017 - ZFA26300006H92399,左前外壳设计坚固耐用，提供外部保护，完美贴合。,,Front Left Outer Shell designed for robust exterior protection and a perfect fit.,"Ön sol çöl qranatın yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","FT25083K.Çin, Original",FT25083K,Front left CV joint,左前等速万向节,Drivetrain,传动系统,,,China,,New,Original,,,,,
70,Fiat -  Doblo - Buraxılış ili - 2017 - ZFA26300006H92399,右前外壳设计坚固耐用，提供外部保护，完美贴合。,,Front Right Outer Shell designed for robust exterior protection and a perfect fit.,"Ön sağ çöl qranatın yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","FT25542.Çin, Original",FT25542,Front right CV joint,右前等速万向节,Drivetrain,传动系统,,,China,,New,Original,,,,,
71,Fiat -  Doblo - Buraxılış ili - 2017 - ZFA26300006H92399,右前内挡泥板，提供最佳的防道路碎屑保护和耐腐蚀性。,,Front Right Inner Fender for optimal protection against road debris and corrosion resistance.,"Ön sağ iç qranatın yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","55214684.Çin, Original",55214684,Front right CV joint,右前等速万向节,Drivetrain,传动系统,,,China,,New,Original,,,,,
72,Fiat -  Doblo - Buraxılış ili - 2017 - ZFA26300006H92399,压力盘经过精心设计，可确保离合器稳定接合，并具有持久耐用性。,,Pressure Disc engineered for consistent clutch engagement and long-lasting durability.,"Sıxıcı disk (çaşka) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","71753318.Çin, Original",71753318,Clutch pressure plate,离合器压盘,Clutch System,离合器系统,,,China,,New,Original,,,,,
73,Fiat -  Doblo - Buraxılış ili - 2017 - ZFA26300006H92399,高摩擦力碟片设计，具有卓越的制动性能和更长的使用寿命。,,High-friction Disc designed for superior braking performance and extended lifespan.,"Aparılan disk (feredo) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","55212655.Çin, Original",55212655,Clutch disc,离合器摩擦片,Clutch System,离合器系统,,,China,,New,Original,,,,,
74,Fiat -  Doblo - Buraxılış ili - 2017 - ZFA26300006H92399,带离合器片的完整离合器总成（Vizhimnoy），设计用于平稳高效的动力传输。,,Complete Clutch Assembly with Clutch Pad (Vizhimnoy) engineered for smooth and efficient power transfer.,"Sıxıcı mufta yastığı ilə birlikdə (vıjimnoy) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","AISIN BE-FI02.Çin, Original",AISIN BE-FI02,Clutch release bearing,离合器分离轴承,Clutch System,离合器系统,,,China,,New,Original,,,,,
75,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,优质发动机油，提供最佳的发动机润滑和保护。,,Premium Engine Oil for optimal engine lubrication and protection.,"Mühərrik yağı, dəyişilməsi ilə birlikdə",5x30 Bendix Türkiyə.,5x30,Türkiyə,Türkiyə,Türkiyə,土耳其语,,,China,,New,Original,,,,,
76,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,高效发动机机油滤清器，延长发动机寿命并去除污染物。,,High-efficiency Engine Oil Filter for extended engine life and contaminant removal.,Mühərrik yağ filtri,"152071760874.Çin, Original",152071760874,Oil filter,机油滤清器,Engine,引擎,,,China,,New,Original,,,,,
77,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,长效冷却液（防冻液），提供卓越的发动机冷却和防腐蚀保护。,,Long-life Coolant (Antifreeze) for superior engine cooling and corrosion protection.,"Soyutma mayesi (antifriz), dəyişdirilməsi ilə birlikdə","Antifreeze -56 3L Bendix, Türkiyə.",Antifreeze -56 3L,Türkiyə,Türkiyə,Türkiyə,土耳其语,,,China,,New,Original,,,,,
78,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,高性能变速箱油，可实现平稳换挡和变速箱保护。,,High-performance Gearbox Oil for smooth gear changes and transmission protection.,"Sürətlər qutusunun yağı, dəyişilməsi ilə birlikdə","ATF DSG  Bendix, Türkiyə.",ATF DSG,Türkiyə,Türkiyə,Türkiyə,土耳其语,,,China,,New,Original,,,,,
79,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,燃油滤清器，用于高效过滤燃油和保护发动机。,,Fuel Filter for efficient fuel filtration and engine protection.,"Yanacaq süzgəcinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","F026402049.Çin, Original",F026402049,Fuel filter,燃油滤清器,Fuel System,燃油系统,,,China,,New,Original,,,,,
80,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,高效空气过滤器，可提高发动机性能和空气质量。,,High-efficiency Air Filter for enhanced engine performance and air quality.,"Hava süzgəcinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","51974227.Çin, Original",51974227,Air filter,空气滤清器,Engine,引擎,,,China,,New,Original,,,,,
81,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,高性能火花塞，实现高效燃烧和最佳发动机性能。,,High-performance Spark Plug for efficient combustion and optimal engine performance.,"Alışdırma şamının yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","DCPR7E.Çin, Original",DCPR7E,Spark plug,火花塞,Engine,引擎,,,China,,New,Original,,,,,
82,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,原厂品质灯泡，提供可靠照明和安全保障。,,OEM-quality Bulb for reliable illumination and safety.,"Babinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","986221043.Çin, Original",986221043,Ignition coil,点火线圈,Engine,引擎,,,China,,New,Original,,,,,
83,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,发动机皮带（链条）设计用于实现强劲的动力传输和持久的性能。,,Engine Belt (Chain) engineered for robust power transmission and long-lasting performance.,"Mühərrik qayışının (zəncirinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","6000631712.Çin, Original",6000631712,Engine timing chain,发动机正时链条,Engine,引擎,,,China,,New,Original,,,,,
84,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,耐用型发动机支架，可减少振动并提高发动机稳定性。,,Durable Engine Mount for reduced vibration and enhanced engine stability.,"Mühərrik yastığının yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","51799110.Çin, Original",51799110,Engine mount,发动机支架,Engine,引擎,,,China,,New,Original,,,,,
85,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,高性能前刹车片，提供最佳制动性能和安全性。,,High-performance Front Brake Pads for optimal braking performance and safety.,"Ön əyləc qəliblərinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","KALE B 23710 192 15.Çin, Original",KALE B 23710 192 15,Front brake caliper,前制动卡钳,Brake System,制动系统,,,China,,New,Original,,,,,
86,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,高性能后刹车片，提供最佳制动性能和安全性。,,High-performance Rear Brake Pads for optimal braking performance and safety.,"Arxa əyləc qəliblərinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","986487773.Çin, Original",986487773,Rear brake caliper,后制动卡钳,Brake System,制动系统,,,China,,New,Original,,,,,
87,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,冰箱（空调）空气过滤器，确保空调清洁高效运行。,,Refrigerator (Air Conditioner) Air Filter for clean and efficient air conditioning performance.,"Soyuducunun (kondisionerin) hava süzgəcinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","77364561.Çin, Original",77364561,Air conditioning air filter,空调空气滤清器,Air Conditioning,空调,,,China,,New,Original,,,,,
88,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,冰箱（空调）压缩机，实现可靠高效的制冷。,,Refrigerator (Air Conditioner) Compressor for reliable and efficient cooling.,"Soyuducunun (kondisionerin) kompressorunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","77364561.Çin, Original",77364561,Air conditioning compressor,空调压缩机,Air Conditioning,空调,,,China,,New,Original,,,,,
89,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,使用制冷剂（氟利昂）可实现最佳空调性能和系统效率。,,Refrigerant (Freon) for optimal air conditioning performance and system efficiency.,Soyuducunun (kondisionerin) qazının (freonun) qramla doldurulması,R134A  Xidmət.,R134A Xidmət,Air conditioning refrigerant (Freon),制冷剂,Air Conditioning,空调,,,China,,New,Original,,,,,
90,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,前减震器经过精心设计，可提供卓越的乘坐舒适性和操控性能。,,Front Shock Absorber engineered for superior ride comfort and handling performance.,"Ön amortizatorunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","51880838.Çin, Original",51880838,Front shock absorber,前减震器,Suspension,暂停,,,China,,New,Original,,,,,
91,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,后减震器，OEM品质的替换件，可提升乘坐舒适性和稳定性。,,"Rear Shock Absorber, an OEM-quality replacement for enhanced ride comfort and stability.","Arxa amortizatorun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","51810129.Çin, Original",51810129,Rear shock absorber,后减震器,Suspension,暂停,,,China,,New,Original,,,,,
92,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,前减震器，旨在实现最佳悬架性能和车辆控制。,,"Front Shock Absorber, designed for optimal suspension performance and vehicle control.","Ön amortizator yastığının yenisi ilə əvəz olunması, ehtiyat hissəsilə ilə birlikdə","51794798.Çin, Original",51794798,Front shock absorber mount,前减震器胶垫,Suspension,暂停,,,China,,New,Original,,,,,
93,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,车轮定位调整（外倾角），确保精确的车轮角度，从而改善操控性和轮胎磨损。,,"Wheel Alignment Adjustment (Camber), ensuring precise wheel angles for improved handling and tire wear.",Təkər çəpliyinin tənzimlənməsi (razval),XİDMƏT.,XİDMƏT,.,.,,#VALUE!,,,China,,New,Original,,,,,
94,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,诊断服务，提供全面的车辆系统分析，以准确识别故障。,,"Diagnostic Service, providing comprehensive vehicle system analysis for accurate fault identification.",Diaqnostika,XİDMƏT.,XİDMƏT,.,.,,#VALUE!,,,China,,New,Original,,,,,
95,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,凸轮轴传感器，一种精密设计的部件，用于精确控制发动机正时和性能。,,"Camshaft Sensor, a precision-engineered component for accurate engine timing and performance.","Paylayıcı valın (raspredvalın) sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","0 232 103 048.Çin, Original",0 232 103 048,Camshaft,凸轮轴,Engine / Internal Parts,发动机/内部零件,,,China,,New,Original,,,,,
96,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,曲轴传感器，是用于精确监测发动机转速和位置的关键传感器。,,"Crankshaft Sensor, a critical sensor for precise engine speed and position monitoring.","Dirsəkli valın (kolenvalın) sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","261210238.Çin, Original",261210238,Crankshaft,曲轴,Engine / Internal Parts,发动机/内部零件,,,China,,New,Original,,,,,
97,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,催化剂传感器，专为高效排放控制和最佳催化转化器功能而设计。,,"Catalyst Sensor, engineered for efficient emissions control and optimal catalytic converter function.","Katalizator sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","FAST FT54105.Çin, Original",FAST FT54105,Catalytic converter sensor,催化转换器传感器,Engine / Emission Sensors,发动机/排放传感器,,,China,,New,Original,,,,,
98,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,机油传感器，用于监测机油压力并保持发动机润滑完整性。,,"Oil Sensor, designed to monitor oil pressure and maintain engine lubrication integrity.","Yağ sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","46336109.Çin, Original",46336109,Oil pressure sensor,机油压力传感器,Engine / Sensors,发动机/传感器,,,China,,New,Original,,,,,
99,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,ABS传感器是防抱死制动系统功能和安全的关键部件。,,"ABS Sensor, an essential component for anti-lock braking system functionality and safety.","ABS sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","46740213.Çin, Original",46740213,ABS sensor,ABS传感器,Braking System / Sensors,制动系统/传感器,,,China,,New,Original,,,,,
100,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,前支撑盘，是确保可靠制动性能和刹车片对齐的耐用部件。,,"Front Support Disc, a durable component for reliable braking performance and pad alignment.","Ön dayaq diskinin (apornunun) dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","09.4939.21.Çin, Original",09.4939.21,Front brake disc,前刹车盘,Braking System,制动系统,,,China,,New,Original,,,,,
101,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,后轮支撑盘，OEM品质的替换件，确保制动系统可靠运行。,,"Rear Support Disc, an OEM-quality replacement for dependable brake system operation.","Arxa dayaq diskinin (apornunun) dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","08.9460.40.Çin, Original",08.9460.40,Rear brake disc,后刹车盘,Braking System,制动系统,,,China,,New,Original,,,,,
102,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,前后稳定杆橡胶，增强悬架稳定性并降低噪音。,,"Front and Rear Stabilizer Rubbers, providing enhanced suspension stability and noise reduction.","Ön və arxa stabilizatorun rezinlərinin dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","RIW FI11070.Çin, Original",RIW FI11070,Front and rear stabilizer bushings,前后稳定杆胶套,Suspension,暂停,,,China,,New,Original,,,,,
103,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,右下摆臂，是车辆悬架和操控的精密配合部件。,,"Lower Right Arm, a precision-fit component for vehicle suspension and handling.","Alt sağ qolun dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","TC2636.Çin, Original",TC2636,Lower right control arm,右下控制臂,Suspension,暂停,,,China,,New,Original,,,,,
104,Fiat -  Doblo - Buraxılış ili - 2020 - ZFA26300006S52073,左下摆臂，经过精心设计，可实现最佳悬架几何结构和车辆控制。,,"Lower Left Arm, engineered for optimal suspension geometry and vehicle control.","Alt sol qolun dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","51932035.Çin, Original",51932035,Lower left control arm,左下控制臂,Suspension,暂停,,,China,,New,Original,,,,,
