id;description_zh;description_en;part_number;name_en;name_zh;category_en;category_zh;manufacturing_country_en;manufacturing_country_zh;condition_zh;condition_en;quality;car_brand_en;car_brand_zh;car_model_en;car_model_zh;part_year;factory_part_zh;factory_part_en;factory_name_zh;factory_name_en;factory_phone_number;factory_site_url
75;优质发动机油，提供最佳的发动机润滑和保护。;Premium Engine Oil for optimal engine lubrication and protection.;5x30;Türkiyə;Türkiyə;Türkiyə;土耳其语;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;;#VALUE!;;;;
76;高效发动机机油滤清器，延长发动机寿命并去除污染物。;High-efficiency Engine Oil Filter for extended engine life and contaminant removal.;152071760874;Oil filter;机油滤清器;Engine;引擎;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;滤芯;filter element;廊坊生光滤清器有限公司;LANGFANG SHENGGUANG FILTER CO.,LTD.;0316-8660998;www.lfsg.net
77;长效冷却液（防冻液），提供卓越的发动机冷却和防腐蚀保护。;Long-life Coolant (Antifreeze) for superior engine cooling and corrosion protection.;Antifreeze -56 3L;Türkiyə;Türkiyə;Türkiyə;土耳其语;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;;#VALUE!;;;;
78;高性能变速箱油，可实现平稳换挡和变速箱保护。;High-performance Gearbox Oil for smooth gear changes and transmission protection.;ATF DSG;Türkiyə;Türkiyə;Türkiyə;土耳其语;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;;#VALUE!;;;;
79;燃油滤清器，用于高效过滤燃油和保护发动机。;Fuel Filter for efficient fuel filtration and engine protection.;F026402049;Fuel filter;燃油滤清器;Fuel System;燃油系统;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;滤芯;filter element;廊坊生光滤清器有限公司;LANGFANG SHENGGUANG FILTER CO.,LTD.;0316-8660998;www.lfsg.net
80;高效空气过滤器，可提高发动机性能和空气质量。;High-efficiency Air Filter for enhanced engine performance and air quality.;51974227;Air filter;空气滤清器;Engine;引擎;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;滤芯;filter element;廊坊生光滤清器有限公司;LANGFANG SHENGGUANG FILTER CO.,LTD.;0316-8660998;www.lfsg.net
81;高性能火花塞，实现高效燃烧和最佳发动机性能。;High-performance Spark Plug for efficient combustion and optimal engine performance.;DCPR7E;Spark plug;火花塞;Engine;引擎;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;火花塞;spark plug;宁波军士火花塞制造有限公司;Ningbo Noncommissioned Office Spark Plug Manufacture Co., Ltd.;0574-86691884;www.ncosp.com
82;原厂品质灯泡，提供可靠照明和安全保障。;OEM-quality Bulb for reliable illumination and safety.;986221043;Ignition coil;点火线圈;Engine;引擎;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;火花塞;spark plug;宁波军士火花塞制造有限公司;Ningbo Noncommissioned Office Spark Plug Manufacture Co., Ltd.;0574-86691884;www.ncosp.com
83;发动机皮带（链条）设计用于实现强劲的动力传输和持久的性能。;Engine Belt (Chain) engineered for robust power transmission and long-lasting performance.;6000631712;Engine timing chain;发动机正时链条;Engine;引擎;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;皮带;belt;河北省巨鹿县东风内燃机配件厂;Hebei Province Julu County Dongfeng Internal Combustion Engine Parts Factory;0319-4333791;
84;耐用型发动机支架，可减少振动并提高发动机稳定性。;Durable Engine Mount for reduced vibration and enhanced engine stability.;51799110;Engine mount;发动机支架;Engine;引擎;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;;#VALUE!;;;;
85;高性能前刹车片，提供最佳制动性能和安全性。;High-performance Front Brake Pads for optimal braking performance and safety.;KALE B 23710 192 15;Front brake caliper;前制动卡钳;Brake System;制动系统;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;刹车片;brake pads;山东亨通汽车部件有限公司;Shandong Hengtong Auto Parts Co., Ltd.;86(531)8195 6967;www.htsyqp.com
86;高性能后刹车片，提供最佳制动性能和安全性。;High-performance Rear Brake Pads for optimal braking performance and safety.;986487773;Rear brake caliper;后制动卡钳;Brake System;制动系统;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;刹车片;brake pads;山东亨通汽车部件有限公司;Shandong Hengtong Auto Parts Co., Ltd.;86(531)8195 6967;www.htsyqp.com
87;冰箱（空调）空气过滤器，确保空调清洁高效运行。;Refrigerator (Air Conditioner) Air Filter for clean and efficient air conditioning performance.;77364561;Air conditioning air filter;空调空气滤清器;Air Conditioning;空调;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;滤芯;filter element;廊坊生光滤清器有限公司;LANGFANG SHENGGUANG FILTER CO.,LTD.;0316-8660998;www.lfsg.net
88;冰箱（空调）压缩机，实现可靠高效的制冷。;Refrigerator (Air Conditioner) Compressor for reliable and efficient cooling.;77364561;Air conditioning compressor;空调压缩机;Air Conditioning;空调;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;;#VALUE!;;;;
89;使用制冷剂（氟利昂）可实现最佳空调性能和系统效率。;Refrigerant (Freon) for optimal air conditioning performance and system efficiency.;R134A Xidmət;Air conditioning refrigerant (Freon);制冷剂;Air Conditioning;空调;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;;#VALUE!;;;;
90;前减震器经过精心设计，可提供卓越的乘坐舒适性和操控性能。;Front Shock Absorber engineered for superior ride comfort and handling performance.;51880838;Front shock absorber;前减震器;Suspension;暂停;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;减震器;shock absorbers;济南凯睿汽车配件有限公司;Jinan Kairui Auto Parts Co., Ltd.;0531-85669090;
91;后减震器，OEM品质的替换件，可提升乘坐舒适性和稳定性。;Rear Shock Absorber, an OEM-quality replacement for enhanced ride comfort and stability.;51810129;Rear shock absorber;后减震器;Suspension;暂停;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;减震器;shock absorbers;济南凯睿汽车配件有限公司;Jinan Kairui Auto Parts Co., Ltd.;0531-85669090;
92;前减震器，旨在实现最佳悬架性能和车辆控制。;Front Shock Absorber, designed for optimal suspension performance and vehicle control.;51794798;Front shock absorber mount;前减震器胶垫;Suspension;暂停;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;减震器;shock absorbers;济南凯睿汽车配件有限公司;Jinan Kairui Auto Parts Co., Ltd.;0531-85669090;
93;车轮定位调整（外倾角），确保精确的车轮角度，从而改善操控性和轮胎磨损。;Wheel Alignment Adjustment (Camber), ensuring precise wheel angles for improved handling and tire wear.;XİDMƏT;.;.;;#VALUE!;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;;#VALUE!;;;;
94;诊断服务，提供全面的车辆系统分析，以准确识别故障。;Diagnostic Service, providing comprehensive vehicle system analysis for accurate fault identification.;XİDMƏT;.;.;;#VALUE!;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;;#VALUE!;;;;
95;凸轮轴传感器，一种精密设计的部件，用于精确控制发动机正时和性能。;Camshaft Sensor, a precision-engineered component for accurate engine timing and performance.;0 232 103 048;Camshaft;凸轮轴;Engine / Internal Parts;发动机/内部零件;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
96;曲轴传感器，是用于精确监测发动机转速和位置的关键传感器。;Crankshaft Sensor, a critical sensor for precise engine speed and position monitoring.;261210238;Crankshaft;曲轴;Engine / Internal Parts;发动机/内部零件;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
97;催化剂传感器，专为高效排放控制和最佳催化转化器功能而设计。;Catalyst Sensor, engineered for efficient emissions control and optimal catalytic converter function.;FAST FT54105;Catalytic converter sensor;催化转换器传感器;Engine / Emission Sensors;发动机/排放传感器;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
98;机油传感器，用于监测机油压力并保持发动机润滑完整性。;Oil Sensor, designed to monitor oil pressure and maintain engine lubrication integrity.;46336109;Oil pressure sensor;机油压力传感器;Engine / Sensors;发动机/传感器;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
99;ABS传感器是防抱死制动系统功能和安全的关键部件。;ABS Sensor, an essential component for anti-lock braking system functionality and safety.;46740213;ABS sensor;ABS传感器;Braking System / Sensors;制动系统/传感器;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;传感器;sensor;温州顶集汽车电子有限公司;Wenzhou Dingji Auto Parts Co.,Ltd.;0577-65163585;http://www.radingji.com/
100;前支撑盘，是确保可靠制动性能和刹车片对齐的耐用部件。;Front Support Disc, a durable component for reliable braking performance and pad alignment.;09.4939.21;Front brake disc;前刹车盘;Braking System;制动系统;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;刹车片;brake pads;山东亨通汽车部件有限公司;Shandong Hengtong Auto Parts Co., Ltd.;86(531)8195 6967;www.htsyqp.com
101;后轮支撑盘，OEM品质的替换件，确保制动系统可靠运行。;Rear Support Disc, an OEM-quality replacement for dependable brake system operation.;08.9460.40;Rear brake disc;后刹车盘;Braking System;制动系统;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;刹车片;brake pads;山东亨通汽车部件有限公司;Shandong Hengtong Auto Parts Co., Ltd.;86(531)8195 6967;www.htsyqp.com
102;前后稳定杆橡胶，增强悬架稳定性并降低噪音。;Front and Rear Stabilizer Rubbers, providing enhanced suspension stability and noise reduction.;RIW FI11070;Front and rear stabilizer bushings;前后稳定杆胶套;Suspension;暂停;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;;#VALUE!;;;;
103;右下摆臂，是车辆悬架和操控的精密配合部件。;Lower Right Arm, a precision-fit component for vehicle suspension and handling.;TC2636;Lower right control arm;右下控制臂;Suspension;暂停;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;悬挂配件厂家;Suspension parts manufacturers;济南凯翼(华兴)汽车配件有限公司;JINAN KAIYI (HUAXING) AUTO PARTS CO., LTD;86-15169120622;
104;左下摆臂，经过精心设计，可实现最佳悬架几何结构和车辆控制。;Lower Left Arm, engineered for optimal suspension geometry and vehicle control.;51932035;Lower left control arm;左下控制臂;Suspension;暂停;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;悬挂配件厂家;Suspension parts manufacturers;济南凯翼(华兴)汽车配件有限公司;JINAN KAIYI (HUAXING) AUTO PARTS CO., LTD;86-15169120622;
105;下皮带轮，是发动机皮带传动高效运行的耐用部件。;Lower Pulley, a durable component for efficient engine belt drive operation.;2462S0128;Lower ball joint;下球头;Suspension;暂停;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;悬挂配件厂家;Suspension parts manufacturers;济南凯翼(华兴)汽车配件有限公司;JINAN KAIYI (HUAXING) AUTO PARTS CO., LTD;86-15169120622;
106;轮毂轴承，一种精密设计的轴承，可实现车轮平稳旋转并减少摩擦。;Hub Bearing, a precision-engineered bearing for smooth wheel rotation and reduced friction.;FAST FT21005;Wheel hub bearing;轮毂轴承;Suspension / Wheel Assembly;悬架/车轮组件;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;;#VALUE!;;;;
107;稳定杆（连杆），旨在提高车辆稳定性并减少车身侧倾。;Link (Stabilizer Bar), designed for improved vehicle stability and reduced body roll.;APEC AST4464;Stabilizer link;稳定杆连接杆;Suspension;暂停;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;悬挂配件厂家;Suspension parts manufacturers;济南凯翼(华兴)汽车配件有限公司;JINAN KAIYI (HUAXING) AUTO PARTS CO., LTD;86-15169120622;
108;刹车软管，OEM品质的替代品，可安全可靠地输送刹车油。;Brake Hose, an OEM-quality replacement for safe and reliable brake fluid transfer.;TRW PHB937;Brake hose;刹车软管;Braking System;制动系统;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;橡胶管;rubber hose;清河县星星汽配制造有限公司;Qinghe Xingxing Auto Parts Manufacturing Co., Ltd.;0319-8050320;
109;前刹车支架，专为牢固安装刹车片和实现最佳制动力分配而设计。;Front Brake Support, designed for secure brake pad mounting and optimal braking force distribution.;BUDWEG 384626‑1;Front brake caliper;前刹车卡钳;Braking System;制动系统;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;制动钳;Brake caliper;山东春城汽车零部件制造有限公司;Shandong Chuncheng Automotive Parts Manufacturing Co., Ltd;15688882128,00;
110;后刹车支撑杆，精密配合的部件，提供可靠的制动性能。;Rear Brake Support, a precision-fit component for dependable braking performance.;RIDEX 1009C0081;Rear brake caliper;后刹车卡钳;Braking System;制动系统;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;制动钳;Brake caliper;山东春城汽车零部件制造有限公司;Shandong Chuncheng Automotive Parts Manufacturing Co., Ltd;15688882128,00;
111;制动液，一种高性能液体，可实现最佳制动系统液压功能。;Brake Fluid, a high-performance fluid for optimal brake system hydraulic function.;DOT 4;Türkiyə;Türkiyə;Türkiyə;土耳其语;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;;#VALUE!;;;;
112;动力转向（方向盘），OEM品质的替代品，提供舒适灵敏的转向体验。;Power Steering (Steering Wheel), an OEM-quality replacement for comfortable and responsive steering.;46833541;Power steering rack;转向助力齿条;Steering / Power Steering;转向/动力转向;China;中国;新的;New;Original;Fiat;菲亚特;Doblo;多布洛;2 020,00;转向拉杆;Steering tie rod;济南泽发共赢配件制造有限公司;JINAN ZEFA WIN WIN ACCESSORIES MANUFACTURING CO.，LTD.;0531-82886188;
